대분류,시도,중분류,시군구,소분류,읍면동,영문표기,한자 표기,비고
36,전라남도,36030,순천시,36030660,왕조1동,Wangjo 1(il)dong,旺照1洞,3603066
36,전라남도,36030,순천시,36030670,왕조2동,Wangjo 2(i)dong,旺照2洞,3603067
36,전라남도,36040,나주시,36040110,남평읍,Nampyeong-eup,南平邑,3604011
36,전라남도,36040,나주시,36040310,세지면,Seji-myeon,細枝面,3604031
36,전라남도,36040,나주시,36040320,왕곡면,Wanggok-myeon,旺谷面,3604032
36,전라남도,36040,나주시,36040330,반남면,Bannam-myeon,潘南面,3604033
36,전라남도,36040,나주시,36040340,공산면,Gongsan-myeon,公山面,3604034
36,전라남도,36040,나주시,36040350,동강면,Donggang-myeon,洞江面,3604035
36,전라남도,36040,나주시,36040360,다시면,Dasi-myeon,多侍面,3604036
36,전라남도,36040,나주시,36040370,문평면,Munpyeong-myeon,文平面,3604037
36,전라남도,36040,나주시,36040380,노안면,Noan-myeon,老安面,3604038
36,전라남도,36040,나주시,36040390,금천면,Geumcheon-myeon,金川面,3604039
36,전라남도,36040,나주시,36040400,산포면,Sanpo-myeon,山浦面,3604040
36,전라남도,36040,나주시,36040410,다도면,Dado-myeon,茶道面,3604041
36,전라남도,36040,나주시,36040420,봉황면,Bonghwang-myeon,鳳凰面,3604042
36,전라남도,36040,나주시,36040510,송월동,Songwol-dong,松月洞,3604051
36,전라남도,36040,나주시,36040520,영강동,Yeonggang-dong,榮江洞,3604052
36,전라남도,36040,나주시,36040540,금남동,Geumnam-dong,錦南洞,3604054
36,전라남도,36040,나주시,36040550,성북동,Seongbuk-dong,城北洞,3604055
36,전라남도,36040,나주시,36040580,영산동,Yeongsan-dong,榮山洞,3604058
36,전라남도,36040,나주시,36040600,이창동,Ichang-dong,二倉洞,3604060
36,전라남도,36040,나주시,36040610,빛가람동,Bitgaram-dong,빛가람洞,3604061
36,전라남도,36060,광양시,36060110,광양읍,Gwangyang-eup,光陽邑,3606011
36,전라남도,36060,광양시,36060310,봉강면,Bonggang-myeon,鳳崗面,3606031
36,전라남도,36060,광양시,36060320,옥룡면,Ongnyong-myeon,玉龍面,3606032
36,전라남도,36060,광양시,36060330,옥곡면,Okgok-myeon,玉谷面,3606033
36,전라남도,36060,광양시,36060340,진상면,Jinsang-myeon,津上面,3606034
36,전라남도,36060,광양시,36060350,진월면,Jinwol-myeon,津月面,3606035
36,전라남도,36060,광양시,36060360,다압면,Daap-myeon,多鴨面,3606036
36,전라남도,36060,광양시,36060510,골약동,Golyak-dong,骨若洞,3606051
36,전라남도,36060,광양시,36060530,중마동,Jungma-dong,中馬洞,3606053
36,전라남도,36060,광양시,36060540,광영동,Gwangyeong-dong,廣英洞,3606054
36,전라남도,36060,광양시,36060560,금호동,Geumho-dong,金湖洞,3606056
36,전라남도,36060,광양시,36060550,태인동,Taein-dong,太仁洞,3606055
36,전라남도,36510,담양군,36510110,담양읍,Damyang-eup,潭陽邑,3631011
36,전라남도,36510,담양군,36510310,봉산면,Bongsan-myeon,鳳山面,3631031
36,전라남도,36510,담양군,36510320,고서면,Goseo-myeon,古西面,3631032
36,전라남도,36510,담양군,36510420,가사문학면,Gasamunhak-myeon,歌辭文學面,3631042
36,전라남도,36510,담양군,36510340,창평면,Changpyeong-myeon,昌平面,3631034
36,전라남도,36510,담양군,36510350,대덕면,Daedeok-myeon,大德面,3631035
36,전라남도,36510,담양군,36510360,무정면,Mujeong-myeon,武貞面,3631036
36,전라남도,36510,담양군,36510370,금성면,Geumseong-myeon,金城面,3631037
36,전라남도,36510,담양군,36510380,용면,Yong-myeon,龍面,3631038
36,전라남도,36510,담양군,36510390,월산면,Wolsan-myeon,月山面,3631039
36,전라남도,36510,담양군,36510400,수북면,Subuk-myeon,水北面,3631040
36,전라남도,36510,담양군,36510410,대전면,Daejeon-myeon,大田面,3631041
36,전라남도,36520,곡성군,36520110,곡성읍,Gokseong-eup,谷成邑,3632011
36,전라남도,36520,곡성군,36520310,오곡면,Ogok-myeon,梧谷面,3632031
36,전라남도,36520,곡성군,36520320,삼기면,Samgi-myeon,三岐面,3632032
36,전라남도,36520,곡성군,36520330,석곡면,Seokgok-myeon,石谷面,3632033
36,전라남도,36520,곡성군,36520340,목사동면,Moksadong-myeon,木寺洞面,3632034
36,전라남도,36520,곡성군,36520350,죽곡면,Jukgok-myeon,竹谷面,3632035
36,전라남도,36520,곡성군,36520360,고달면,Godal-myeon,古達面,3632036
36,전라남도,36520,곡성군,36520370,옥과면,Okgwa-myeon,玉果面,3632037
36,전라남도,36520,곡성군,36520380,입면,Ip-myeon,立面,3632038
36,전라남도,36520,곡성군,36520390,겸면,Gyeom-myeon,兼面,3632039
36,전라남도,36520,곡성군,36520400,오산면,Osan-myeon,梧山面,3632040
36,전라남도,36530,구례군,36530110,구례읍,Gurye-eup,求禮邑,3633011
36,전라남도,36530,구례군,36530310,문척면,Muncheok-myeon,文尺面,3633031
36,전라남도,36530,구례군,36530320,간전면,Ganjeon-myeon,艮田面,3633032
36,전라남도,36530,구례군,36530330,토지면,Toji-myeon,土旨面,3633033
36,전라남도,36530,구례군,36530340,마산면,Masan-myeon,馬山面,3633034
36,전라남도,36530,구례군,36530350,광의면,Gwangui-myeon,光義面,3633035
36,전라남도,36530,구례군,36530360,용방면,Yongbang-myeon,龍方面,3633036
36,전라남도,36530,구례군,36530370,산동면,Sandong-myeon,山東面,3633037
36,전라남도,36550,고흥군,36550110,고흥읍,Goheung-eup,高興邑,3635011
36,전라남도,36550,고흥군,36550120,도양읍,Doyang-eup,道陽邑,3635012
36,전라남도,36550,고흥군,36550310,풍양면,Pungyang-myeon,豊陽面,3635031
36,전라남도,36550,고흥군,36550320,도덕면,Dodeok-myeon,道德面,3635032
36,전라남도,36550,고흥군,36550330,금산면,Geumsan-myeon,錦山面,3635033
36,전라남도,36550,고흥군,36550340,도화면,Dohwa-myeon,道化面,3635034
36,전라남도,36550,고흥군,36550350,포두면,Podu-myeon,浦頭面,3635035
36,전라남도,36550,고흥군,36550360,봉래면,Bongnae-myeon,蓬萊面,3635036
36,전라남도,36550,고흥군,36550380,점암면,Jeomam-myeon,占岩面,3635038
36,전라남도,36550,고흥군,36550400,과역면,Gwayeok-myeon,過驛面,3635040
36,전라남도,36550,고흥군,36550410,남양면,Namyang-myeon,南陽面,3635041
36,전라남도,36550,고흥군,36550420,동강면,Donggang-myeon,東江面,3635042
36,전라남도,36550,고흥군,36550430,대서면,Daeseo-myeon,大西面,3635043
36,전라남도,36550,고흥군,36550440,두원면,Duwon-myeon,豆原面,3635044
36,전라남도,36550,고흥군,36550390,영남면,Yeongnam-myeon,永南面,3635039
36,전라남도,36550,고흥군,36550370,동일면,Dongil-myeon,東日面,3635037
36,전라남도,36560,보성군,36560110,보성읍,Boseong-eup,寶城邑,3636011
36,전라남도,36560,보성군,36560120,벌교읍,Beolgyo-eup,筏橋邑,3636012
36,전라남도,36560,보성군,36560310,노동면,Nodong-myeon,蘆東面,3636031
36,전라남도,36560,보성군,36560320,미력면,Miryeok-myeon,彌力面,3636032
36,전라남도,36560,보성군,36560330,겸백면,Gyeombaek-myeon,兼白面,3636033
36,전라남도,36560,보성군,36560340,율어면,Yureo-myeon,栗於面,3636034
36,전라남도,36560,보성군,36560350,복내면,Bongnae-myeon,福內面,3636035
36,전라남도,36560,보성군,36560360,문덕면,Mundeok-myeon,文德面,3636036
36,전라남도,36560,보성군,36560370,조성면,Joseong-myeon,鳥城面,3636037
36,전라남도,36560,보성군,36560380,득량면,Deungnyang-myeon,得粮面,3636038
36,전라남도,36560,보성군,36560390,회천면,Hoecheon-myeon,會泉面,3636039
36,전라남도,36560,보성군,36560400,웅치면,Ungchi-myeon,熊峙面,3636040
36,전라남도,36570,화순군,36570110,화순읍,Hwasun-eup,和順邑,3637011
36,전라남도,36570,화순군,36570310,한천면,Hancheon-myeon,寒泉面,3637031
36,전라남도,36570,화순군,36570320,춘양면,Chunyang-myeon,春陽面,3637032
36,전라남도,36570,화순군,36570330,청풍면,Cheongpung-myeon,淸豊面,3637033
36,전라남도,36570,화순군,36570340,이양면,Iyang-myeon,梨陽面,3637034
36,전라남도,36570,화순군,36570350,능주면,Neungju-myeon,綾州面,3637035
36,전라남도,36570,화순군,36570360,도곡면,Dogok-myeon,道谷面,3637036
36,전라남도,36570,화순군,36570370,도암면,Doam-myeon,道岩面,3637037
36,전라남도,36570,화순군,36570380,이서면,Iseo-myeon,二西面,3637038
36,전라남도,36570,화순군,36570430,백아면,Baega-myeon,白鵝面,3637043
36,전라남도,36570,화순군,36570400,동복면,Dongbok-myeon,同福面,3637040
36,전라남도,36570,화순군,36570440,사평면,Sapyeong-myeon,沙坪面,3637044
36,전라남도,36570,화순군,36570420,동면,Dong-myeon,東面,3637042
36,전라남도,36580,장흥군,36580110,장흥읍,Jangheung-eup,長興邑,3638011
36,전라남도,36580,장흥군,36580120,관산읍,Gwansan-eup,冠山邑,3638012
36,전라남도,36580,장흥군,36580130,대덕읍,Daedeok-eup,大德邑,3638013
36,전라남도,36580,장흥군,36580310,용산면,Yongsan-myeon,蓉山面,3638031
36,전라남도,36580,장흥군,36580320,안양면,Anyang-myeon,安良面,3638032
36,전라남도,36580,장흥군,36580330,장동면,Jangdong-myeon,長東面,3638033
36,전라남도,36580,장흥군,36580340,장평면,Jangpyeong-myeon,長平面,3638034
36,전라남도,36580,장흥군,36580350,유치면,Yuchi-myeon,有治面,3638035
36,전라남도,36580,장흥군,36580360,부산면,Busan-myeon,夫山面,3638036
36,전라남도,36580,장흥군,36580370,회진면,Hoejin-myeon,會鎭面,3638037
36,전라남도,36590,강진군,36590110,강진읍,Gangjin-eup,康津邑,3639011
36,전라남도,36590,강진군,36590310,군동면,Gundong-myeon,郡東面,3639031
36,전라남도,36590,강진군,36590320,칠량면,Chillyang-myeon,七良面,3639032
36,전라남도,36590,강진군,36590330,대구면,Daegu-myeon,大口面,3639033
36,전라남도,36590,강진군,36590350,도암면,Doam-myeon,道岩面,3639035
36,전라남도,36590,강진군,36590360,신전면,Sinjeon-myeon,薪田面,3639036
36,전라남도,36590,강진군,36590370,성전면,Seongjeon-myeon,城田面,3639037
36,전라남도,36590,강진군,36590380,작천면,Jakcheon-myeon,鵲川面,3639038
36,전라남도,36590,강진군,36590390,병영면,Byeongyeong-myeon,兵營面,3639039
36,전라남도,36590,강진군,36590400,옴천면,Omcheon-myeon,唵川面,3639040
36,전라남도,36590,강진군,36590340,마량면,Maryang-myeon,馬良面,3639034
36,전라남도,36600,해남군,36600110,해남읍,Haenam-eup,海南邑,3640011
36,전라남도,36600,해남군,36600310,삼산면,Samsan-myeon,三山面,3640031
36,전라남도,36600,해남군,36600320,화산면,Hwasan-myeon,花山面,3640032
36,전라남도,36600,해남군,36600330,현산면,Hyeonsan-myeon,縣山面,3640033
36,전라남도,36600,해남군,36600340,송지면,Songji-myeon,松旨面,3640034
36,전라남도,36600,해남군,36600350,북평면,Bukpyeong-myeon,北平面,3640035
36,전라남도,36600,해남군,36600360,북일면,Bugil-myeon,北日面,3640036
36,전라남도,36600,해남군,36600370,옥천면,Okcheon-myeon,玉泉面,3640037
36,전라남도,36600,해남군,36600380,계곡면,Gyegok-myeon,溪谷面,3640038
36,전라남도,36600,해남군,36600390,마산면,Masan-myeon,馬山面,3640039
36,전라남도,36600,해남군,36600400,황산면,Hwangsan-myeon,黃山面,3640040
36,전라남도,36600,해남군,36600410,산이면,Sani-myeon,山二面,3640041
36,전라남도,36600,해남군,36600420,문내면,Munnae-myeon,門內面,3640042
36,전라남도,36600,해남군,36600430,화원면,Hwawon-myeon,花源面,3640043
36,전라남도,36610,영암군,36610110,영암읍,Yeongam-eup,靈岩邑,3641011
36,전라남도,36610,영암군,36610120,삼호읍,Samho-eup,三湖邑,3641012
36,전라남도,36610,영암군,36610310,덕진면,Deokjin-myeon,德津面,3641031
36,전라남도,36610,영암군,36610320,금정면,Geumjeong-myeon,金井面,3641032
36,전라남도,36610,영암군,36610330,신북면,Sinbuk-myeon,新北面,3641033
36,전라남도,36610,영암군,36610340,시종면,Sijong-myeon,始終面,3641034
36,전라남도,36610,영암군,36610350,도포면,Dopo-myeon,都浦面,3641035
36,전라남도,36610,영암군,36610360,군서면,Gunseo-myeon,郡西面,3641036
36,전라남도,36610,영암군,36610370,서호면,Seoho-myeon,西湖面,3641037
36,전라남도,36610,영암군,36610380,학산면,Haksan-myeon,鶴山面,3641038
36,전라남도,36610,영암군,36610390,미암면,Miam-myeon,美岩面,3641039
36,전라남도,36620,무안군,36620110,무안읍,Muan-eup,務安邑,3642011
36,전라남도,36620,무안군,36620120,일로읍,Illo-eup,一老邑,3642012
36,전라남도,36620,무안군,36620130,삼향읍,Samhyang-eup,三鄕邑,3642013
36,전라남도,36620,무안군,36620320,몽탄면,Mongtan-myeon,夢灘面,3642032
36,전라남도,36620,무안군,36620330,청계면,Cheonggye-myeon,靑溪面,3642033
36,전라남도,36620,무안군,36620340,현경면,Hyeongyeong-myeon,玄慶面,3642034
36,전라남도,36620,무안군,36620350,망운면,Mangun-myeon,望雲面,3642035
36,전라남도,36620,무안군,36620360,해제면,Haeje-myeon,海際面,3642036
36,전라남도,36620,무안군,36620370,운남면,Unnam-myeon,雲南面,3642037
36,전라남도,36630,함평군,36630110,함평읍,Hampyeong-eup,咸平邑,3643011
36,전라남도,36630,함평군,36630310,손불면,Sonbul-myeon,孫佛面,3643031
36,전라남도,36630,함평군,36630320,신광면,Singwang-myeon,新光面,3643032
36,전라남도,36630,함평군,36630330,학교면,Hakgyo-myeon,鶴橋面,3643033
36,전라남도,36630,함평군,36630340,엄다면,Eomda-myeon,嚴多面,3643034
36,전라남도,36630,함평군,36630350,대동면,Daedong-myeon,大洞面,3643035
36,전라남도,36630,함평군,36630360,나산면,Nasan-myeon,羅山面,3643036
36,전라남도,36630,함평군,36630370,해보면,Haebo-myeon,海保面,3643037
36,전라남도,36630,함평군,36630380,월야면,Worya-myeon,月也面,3643038
36,전라남도,36640,영광군,36640110,영광읍,Yeonggwang-eup,靈光邑,3644011
36,전라남도,36640,영광군,36640120,백수읍,Baeksu-eup,白岫邑,3644012
36,전라남도,36640,영광군,36640130,홍농읍,Hongnong-eup,弘農邑,3644013
36,전라남도,36640,영광군,36640310,대마면,Daema-myeon,大馬面,3644031
36,전라남도,36640,영광군,36640320,묘량면,Myoryang-myeon,畝良面,3644032
36,전라남도,36640,영광군,36640330,불갑면,Bulgap-myeon,佛甲面,3644033
36,전라남도,36640,영광군,36640340,군서면,Gunseo-myeon,郡西面,3644034
36,전라남도,36640,영광군,36640350,군남면,Gunnam-myeon,郡南面,3644035
36,전라남도,36640,영광군,36640360,염산면,Yeomsan-myeon,鹽山面,3644036
36,전라남도,36640,영광군,36640370,법성면,Beopseong-myeon,法聖面,3644037
36,전라남도,36640,영광군,36640380,낙월면,Nagwol-myeon,落月面,3644038
36,전라남도,36650,장성군,36650110,장성읍,Jangseong-eup,長城邑,3645011
36,전라남도,36650,장성군,36650310,진원면,Jinwon-myeon,珍原面,3645031
36,전라남도,36650,장성군,36650320,남면,Nam-myeon,南面,3645032
36,전라남도,36650,장성군,36650330,동화면,Donghwa-myeon,東化面,3645033
36,전라남도,36650,장성군,36650340,삼서면,Samseo-myeon,森西面,3645034
36,전라남도,36650,장성군,36650350,삼계면,Samgye-myeon,森溪面,3645035
36,전라남도,36650,장성군,36650360,황룡면,Hwangnyong-myeon,黃龍面,3645036
36,전라남도,36650,장성군,36650370,서삼면,Seosam-myeon,西三面,3645037
36,전라남도,36650,장성군,36650380,북일면,Bugil-myeon,北一面,3645038
36,전라남도,36650,장성군,36650390,북이면,Bugi-myeon,北二面,3645039
36,전라남도,36650,장성군,36650400,북하면,Bukha-myeon,北下面,3645040
36,전라남도,36660,완도군,36660110,완도읍,Wando-eup,莞島邑,3646011
36,전라남도,36660,완도군,36660120,금일읍,Geumil-eup,金日邑,3646012
36,전라남도,36660,완도군,36660130,노화읍,Nohwa-eup,盧花邑,3646013
36,전라남도,36660,완도군,36660310,군외면,Gunoe-myeon,郡外面,3646031
36,전라남도,36660,완도군,36660320,신지면,Sinji-myeon,薪智面,3646032
36,전라남도,36660,완도군,36660330,고금면,Gogeum-myeon,古今面,3646033
36,전라남도,36660,완도군,36660340,약산면,Yaksan-myeon,藥山面,3646034
36,전라남도,36660,완도군,36660350,청산면,Cheongsan-myeon,靑山面,3646035
36,전라남도,36660,완도군,36660360,소안면,Soan-myeon,所安面,3646036
36,전라남도,36660,완도군,36660370,금당면,Geumdang-myeon,金塘面,3646037
36,전라남도,36660,완도군,36660380,보길면,Bogil-myeon,甫吉面,3646038
36,전라남도,36660,완도군,36660390,생일면,Saengil-myeon,生日面,3646039
36,전라남도,36670,진도군,36670110,진도읍,Jindo-eup,珍島邑,3647011
36,전라남도,36670,진도군,36670310,군내면,Gunnae-myeon,郡內面,3647031
36,전라남도,36670,진도군,36670320,고군면,Gogun-myeon,古郡面,3647032
36,전라남도,36670,진도군,36670330,의신면,Uisin-myeon,義新面,3647033
36,전라남도,36670,진도군,36670340,임회면,Imhoe-myeon,臨淮面,3647034
36,전라남도,36670,진도군,36670350,지산면,Jisan-myeon,智山面,3647035
36,전라남도,36670,진도군,36670360,조도면,Jodo-myeon,鳥島面,3647036
36,전라남도,36680,신안군,36680110,지도읍,Jido-eup,智島邑,3648011
36,전라남도,36680,신안군,36680120,압해읍,Aphae-eup,押海邑,3648012
36,전라남도,36680,신안군,36680310,증도면,Jeungdo-myeon,曾島面,3648031
36,전라남도,36680,신안군,36680320,임자면,Imja-myeon,荏子面,3648032
36,전라남도,36680,신안군,36680330,자은면,Jaeun-myeon,慈恩面,3648033
36,전라남도,36680,신안군,36680340,비금면,Bigeum-myeon,飛禽面,3648034
36,전라남도,36680,신안군,36680350,도초면,Docho-myeon,都草面,3648035
36,전라남도,36680,신안군,36680360,흑산면,Heuksan-myeon,黑山面,3648036
36,전라남도,36680,신안군,36680370,하의면,Haui-myeon,荷衣面,3648037
36,전라남도,36680,신안군,36680380,신의면,Sinui-myeon,新衣面,3648038
36,전라남도,36680,신안군,36680390,장산면,Jangsan-myeon,長山面,3648039
36,전라남도,36680,신안군,36680400,안좌면,Anjwa-myeon,安佐面,3648040
36,전라남도,36680,신안군,36680410,팔금면,Palgeum-myeon,八禽面,3648041
36,전라남도,36680,신안군,36680420,암태면,Amtae-myeon,岩泰面,3648042
37,경상북도,37011,남구,37011110,구룡포읍,Guryongpo-eup,九龍浦邑,3701111
37,경상북도,37011,남구,37011120,연일읍,Yeonil-eup,延日邑,3701112
37,경상북도,37011,남구,37011130,오천읍,Ocheon-eup,烏川邑,3701113
37,경상북도,37011,남구,37011310,대송면,Daesong-myeon,大松面,3701131
37,경상북도,37011,남구,37011320,동해면,Donghae-myeon,東海面,3701132
37,경상북도,37011,남구,37011330,장기면,Janggi-myeon,長鬐面,3701133
37,경상북도,37011,남구,37011350,호미곶면,Homigot-myeon,虎尾串面,3701135
37,경상북도,37011,남구,37011600,상대동,Sangdae-dong,上大洞,3701160
37,경상북도,37011,남구,37011610,해도동,Haedo-dong,海島洞,3701161
37,경상북도,37011,남구,37011550,송도동,Songdo-dong,松島洞,3701155
37,경상북도,37011,남구,37011560,청림동,Cheongnim-dong,靑林洞,3701156
37,경상북도,37011,남구,37011570,제철동,Jecheol-dong,製鐵洞,3701157
37,경상북도,37011,남구,37011580,효곡동,Hyogok-dong,孝谷洞,3701158
37,경상북도,37011,남구,37011590,대이동,Daei-dong,大梨洞,3701159
37,경상북도,37012,북구,37012110,흥해읍,Heunghae-eup,興海邑,3701211
37,경상북도,37012,북구,37012310,신광면,Singwang-myeon,新光面,3701231
37,경상북도,37012,북구,37012320,청하면,Cheongha-myeon,淸河面,3701232
37,경상북도,37012,북구,37012330,송라면,Songna-myeon,松羅面,3701233
37,경상북도,37012,북구,37012340,기계면,Gigye-myeon,杞溪面,3701234
37,경상북도,37012,북구,37012350,죽장면,Jukjang-myeon,竹長面,3701235
37,경상북도,37012,북구,37012360,기북면,Gibuk-myeon,杞北面,3701236
37,경상북도,37012,북구,37012670,중앙동,Jungang-dong,中央洞,3701267
37,경상북도,37012,북구,37012580,양학동,Yanghak-dong,良鶴洞,3701258
37,경상북도,37012,북구,37012680,죽도동,Jukdo-dong,竹島洞,3701268
37,경상북도,37012,북구,37012610,용흥동,Yongheung-dong,龍興洞,3701261
37,경상북도,37012,북구,37012630,우창동,Uchang-dong,牛昌洞,3701263
37,경상북도,37012,북구,37012640,두호동,Duho-dong,斗湖洞,3701264
37,경상북도,37012,북구,37012650,장량동,Jangnyang-dong,長良洞,3701265
37,경상북도,37012,북구,37012660,환여동,Hwanyeo-dong,環汝洞,3701266
37,경상북도,37020,경주시,37020110,감포읍,Gampo-eup,甘浦邑,3702011
37,경상북도,37020,경주시,37020120,안강읍,Angang-eup,安康邑,3702012
37,경상북도,37020,경주시,37020130,건천읍,Geoncheon-eup,乾川邑,3702013
37,경상북도,37020,경주시,37020140,외동읍,Oedong-eup,外東邑,3702014
37,경상북도,37020,경주시,37020390,문무대왕면,Munmudaewang-myeon,文武大王面,3702039
37,경상북도,37020,경주시,37020320,양남면,Yangnam-myeon,陽南面,3702032
37,경상북도,37020,경주시,37020330,내남면,Naenam-myeon,內南面,3702033
37,경상북도,37020,경주시,37020340,산내면,Sannae-myeon,山內面,3702034
37,경상북도,37020,경주시,37020350,서면,Seo-myeon,西面,3702035
37,경상북도,37020,경주시,37020360,현곡면,Hyeongok-myeon,見谷面,3702036
37,경상북도,37020,경주시,37020370,강동면,Gangdong-myeon,江東面,3702037
37,경상북도,37020,경주시,37020380,천북면,Cheonbuk-myeon,川北面,3702038
37,경상북도,37020,경주시,37020510,중부동,Jungbu-dong,中部洞,3702051
37,경상북도,37020,경주시,37020680,황오동,Hwango-dong,皇吾洞,3702068
37,경상북도,37020,경주시,37020550,성건동,Seonggeon-dong,城乾洞,3702055
37,경상북도,37020,경주시,37020690,황남동,Hwangnam-dong,皇南洞,3702069
37,경상북도,37020,경주시,37020590,선도동,Seondo-dong,仙桃洞,3702059
37,경상북도,37020,경주시,37020580,월성동,Wolseong-dong,月城洞,3702058
37,경상북도,37020,경주시,37020620,용강동,Yonggang-dong,龍江洞,3702062
37,경상북도,37020,경주시,37020630,황성동,Hwangseong-dong,皇城洞,3702063
37,경상북도,37020,경주시,37020640,동천동,Dongcheon-dong,東川洞,3702064
37,경상북도,37020,경주시,37020660,불국동,Bulguk-dong,佛國洞,3702066
37,경상북도,37020,경주시,37020670,보덕동,Bodeok-dong,普德洞,3702067
37,경상북도,37030,김천시,37030110,아포읍,Apo-eup,牙浦邑,3703011
37,경상북도,37030,김천시,37030310,농소면,Nongso-myeon,農所面,3703031
37,경상북도,37030,김천시,37030320,남면,Nam-myeon,南面,3703032
37,경상북도,37030,김천시,37030330,개령면,Gaeryeong-myeon,開寧面,3703033
37,경상북도,37030,김천시,37030340,감문면,Gammun-myeon,甘文面,3703034
37,경상북도,37030,김천시,37030350,어모면,Eomo-myeon,禦侮面,3703035
37,경상북도,37030,김천시,37030360,봉산면,Bongsan-myeon,鳳山面,3703036
37,경상북도,37030,김천시,37030370,대항면,Daehang-myeon,代項面,3703037
37,경상북도,37030,김천시,37030380,감천면,Gamcheon-myeon,甘川面,3703038
37,경상북도,37030,김천시,37030390,조마면,Joma-myeon,助馬面,3703039
37,경상북도,37030,김천시,37030400,구성면,Guseong-myeon,龜城面,3703040
37,경상북도,37030,김천시,37030410,지례면,Jirye-myeon,知禮面,3703041
37,경상북도,37030,김천시,37030420,부항면,Buhang-myeon,釜項面,3703042
37,경상북도,37030,김천시,37030430,대덕면,Daedeok-myeon,大德面,3703043
37,경상북도,37030,김천시,37030440,증산면,Jeungsan-myeon,甑山面,3703044
37,경상북도,37030,김천시,37030600,자산동,Jasan-dong,紫山洞,3703060
37,경상북도,37030,김천시,37030610,평화남산동,Pyeonghwanamsan-dong,平和南山洞,3703061
37,경상북도,37030,김천시,37030550,양금동,Yanggeum-dong,陽金洞,3703055
37,경상북도,37030,김천시,37030560,대신동,Daesin-dong,大新洞,3703056
37,경상북도,37030,김천시,37030580,대곡동,Daegok-dong,大谷洞,3703058
37,경상북도,37030,김천시,37030590,지좌동,Jijwa-dong,智佐洞,3703059
37,경상북도,37030,김천시,37030620,율곡동,Yulgok-dong,栗谷洞,3703062
37,경상북도,37040,안동시,37040110,풍산읍,Pungsan-eup,豊山邑,3704011
37,경상북도,37040,안동시,37040310,와룡면,Waryong-myeon,臥龍面,3704031
37,경상북도,37040,안동시,37040320,북후면,Bukhu-myeon,北後面,3704032
37,경상북도,37040,안동시,37040330,서후면,Seohu-myeon,西後面,3704033
37,경상북도,37040,안동시,37040340,풍천면,Pungcheon-myeon,豊川面,3704034
37,경상북도,37040,안동시,37040350,일직면,Iljik-myeon,一直面,3704035
37,경상북도,37040,안동시,37040360,남후면,Namhu-myeon,南後面,3704036
37,경상북도,37040,안동시,37040370,남선면,Namseon-myeon,南先面,3704037
37,경상북도,37040,안동시,37040380,임하면,Imha-myeon,臨河面,3704038
37,경상북도,37040,안동시,37040390,길안면,Giran-myeon,吉安面,3704039
37,경상북도,37040,안동시,37040400,임동면,Imdong-myeon,臨東面,3704040
37,경상북도,37040,안동시,37040410,예안면,Yean-myeon,禮安面,3704041
37,경상북도,37040,안동시,37040420,도산면,Dosan-myeon,陶山面,3704042
37,경상북도,37040,안동시,37040430,녹전면,Nokjeon-myeon,綠轉面,3704043
37,경상북도,37040,안동시,37040510,중구동,Junggu-dong,中區洞,3704051
37,경상북도,37040,안동시,37040520,명륜동,Myeongnyun-dong,明倫洞,3704052
37,경상북도,37040,안동시,37040540,용상동,Yongsang-dong,龍上洞,3704054
37,경상북도,37040,안동시,37040620,서구동,Seogu-dong,西區洞,3704062
37,경상북도,37040,안동시,37040560,태화동,Taehwa-dong,太華洞,3704056
37,경상북도,37040,안동시,37040580,평화동,Pyeonghwa-dong,平和洞,3704058
37,경상북도,37040,안동시,37040590,안기동,Angi-dong,安奇洞,3704059
37,경상북도,37040,안동시,37040600,옥동,Ok-dong,玉洞,3704060
37,경상북도,37040,안동시,37040610,송하동,Songha-dong,松下洞,3704061
37,경상북도,37040,안동시,37040630,강남동,Gangnam-dong,江南洞,3704063
37,경상북도,37050,구미시,37050110,선산읍,Seonsan-eup,善山邑,3705011
37,경상북도,37050,구미시,37050120,고아읍,Goa-eup,高牙邑,3705012
37,경상북도,37050,구미시,37050130,산동읍,Sandong-eup,山東邑,3705013
37,경상북도,37050,구미시,37050310,무을면,Mueul-myeon,無乙面,3705031
37,경상북도,37050,구미시,37050320,옥성면,Okseong-myeon,玉城面,3705032
37,경상북도,37050,구미시,37050330,도개면,Dogae-myeon,桃開面,3705033
37,경상북도,37050,구미시,37050340,해평면,Haepyeong-myeon,海平面,3705034
37,경상북도,37050,구미시,37050360,장천면,Jangcheon-myeon,長川面,3705036
37,경상북도,37050,구미시,37050510,송정동,Songjeong-dong,松亭洞,3705051
37,경상북도,37050,구미시,37050750,원평동,Wonpyeong-dong,元坪洞,3705075
37,경상북도,37050,구미시,37050550,도량동,Doryang-dong,道良洞,3705055
37,경상북도,37050,구미시,37050560,지산동,Jisan-dong,芝山洞,3705056
37,경상북도,37050,구미시,37050570,선주원남동,Seonjuwonnam-dong,善州元南洞,3705057
37,경상북도,37050,구미시,37050590,형곡1동,Hyeonggok 1(il)-dong,荊谷1洞,3705059
37,경상북도,37050,구미시,37050600,형곡2동,Hyeonggok 2(i)-dong,荊谷2洞,3705060
37,경상북도,37050,구미시,37050610,신평1동,Sinpyeong 1(il)-dong,新平1洞,3705061
